225000 1
226000 113
227000 28
228000 -57
229000 -14
230000 36
231000 -211
232000 47
233000 -84
234000 -5
235000 124
236000 -16
237000 -18
238000 -19
239000 -11
240000 126
241000 186
242000 -28
243000 -47
244000 103
245000 -1
246000 83
247000 8
248000 32
249000 61
250000 102
251000 -83
252000 156
253000 -134
254000 -41
255000 42
256000 -168
257000 -100
258000 -324
259000 31
260000 96
261000 -24
262000 68
263000 -60
264000 -93
265000 93
266000 -137
267000 136
268000 -117
269000 -97
270000 40
271000 27
272000 -236
273000 -91
274000 -57
275000 -29
276000 268
277000 -157
278000 109
279000 10
280000 53
281000 112
282000 -52
283000 -63
284000 -37
285000 -56
286000 -110
287000 51
288000 39
289000 -105
290000 -79
291000 185
292000 4
293000 -159
294000 -98
295000 36
296000 123
297000 -8
298000 -50
299000 18
300000 50
301000 -96
302000 -109
303000 -53
304000 3
305000 -91
306000 -20
307000 80
308000 -72
309000 26
310000 127
311000 -109
312000 145
313000 -78
314000 -108
315000 42
316000 -51
317000 47
318000 -59
319000 59
320000 -97
321000 -251
322000 118
323000 -54
324000 -4
325000 86
326000 36
327000 -70
328000 -81
329000 52
330000 135
331000 -12
332000 -32
333000 -26
334000 20
335000 152
336000 -49
337000 60
338000 15
339000 122
340000 5
341000 -65
342000 16
343000 -41
344000 -76
345000 87
346000 -32
347000 8
348000 -55
349000 115
350000 -25
351000 -22
352000 179
353000 69
354000 45
355000 170
356000 -1
357000 33
358000 -110
359000 -9
360000 2
361000 -89
362000 -1
363000 -85
364000 -22
365000 66
366000 -44
367000 31
368000 59
369000 3
370000 6
371000 49
372000 13
373000 36
374000 12
375000 18
376000 -48
377000 -64
378000 -23
379000 -29
380000 40
381000 20
382000 9
383000 -28
384000 -32
385000 94
386000 -61
387000 1
388000 42
389000 -4
390000 -47
391000 -71
392000 70
393000 -31
394000 15
395000 -7
396000 -27
397000 -39
398000 20
399000 30
400000 -19
401000 1
402000 -29
403000 18
404000 7
405000 21
406000 -14
407000 -45
408000 20
409000 45
410000 16
411000 12
412000 -16
413000 -140
414000 -52
415000 -87
416000 48
417000 -23
418000 -33
419000 -44
420000 119
421000 25
422000 -42
423000 30
